,Access_Level,Training_Completed,Code_postal,Email_Domain,EmployeeTargeted,Gender,Social_Media,behaviorPattern2,peerUsageMetric6,usageMetric2,usageMetric5,fraudTraining
7740,5,0.0,24999,ox.ac.uk,1.0,1,,0,1,0,3,0
3201,4,0.0,69996,ox.ac.uk,0.0,0,2.0,2,1,0,5,0
6631,2,1.0,24999,si.edu,1.0,1,0.0,2,4,0,0,1
12142,2,1.0,10000,slideshare.net,1.0,1,0.0,1,4,0,5,1
9900,2,1.0,10000,si.edu,1.0,1,0.0,1,5,0,2,0
12339,2,1.0,10000,ox.ac.uk,1.0,1,0.0,0,1,0,6,0
5853,4,0.0,24999,si.edu,1.0,0,0.0,1,0,0,1,0
13222,2,1.0,10000,slideshare.net,1.0,1,2.0,1,3,1,2,0
6422,1,0.0,10000,si.edu,1.0,1,0.0,0,1,0,0,0
23,3,0.0,10000,google.co.uk,1.0,0,1.0,1,5,0,0,0
1894,7,1.0,39998,slideshare.net,1.0,0,1.0,1,6,1,1,1
7914,0,0.0,84995,slideshare.net,1.0,1,1.0,0,1,0,2,1
5225,1,1.0,10000,nsw.gov.au,1.0,1,0.0,0,6,0,7,1
11599,2,1.0,54997,slideshare.net,0.0,0,0.0,1,2,1,7,1
8038,1,0.0,69996,si.edu,0.0,0,2.0,3,1,2,0,1
7536,7,0.0,39998,ox.ac.uk,0.0,0,0.0,0,3,2,2,1
647,2,1.0,39998,si.edu,0.0,0,0.0,1,5,1,7,0
959,0,0.0,10000,slideshare.net,1.0,0,1.0,5,1,0,3,0
6347,3,0.0,10000,ox.ac.uk,1.0,1,2.0,0,3,3,2,1
10305,4,1.0,24999,si.edu,1.0,1,2.0,0,5,0,1,0
8826,7,1.0,39998,si.edu,1.0,1,0.0,0,6,1,7,0
9611,1,1.0,54997,ox.ac.uk,1.0,1,0.0,4,0,0,2,0
12976,6,0.0,24999,slideshare.net,1.0,0,2.0,0,4,3,1,0
12168,3,0.0,84995,slideshare.net,1.0,1,1.0,1,2,0,0,0
5796,3,0.0,10000,si.edu,1.0,0,1.0,0,0,1,7,0
382,1,0.0,10000,si.edu,1.0,1,1.0,1,0,0,4,1
9700,2,1.0,24999,slideshare.net,1.0,0,0.0,1,5,0,1,0
375,0,0.0,39998,ox.ac.uk,1.0,1,0.0,0,0,1,2,1
12884,2,1.0,24999,si.edu,1.0,1,2.0,1,5,0,3,0
8348,4,1.0,24999,slideshare.net,1.0,0,0.0,0,4,1,2,0
5779,1,1.0,84995,slideshare.net,0.0,1,1.0,0,3,1,4,0
1864,1,0.0,10000,google.co.uk,1.0,1,1.0,2,1,1,4,0
9440,4,1.0,10000,slideshare.net,1.0,0,0.0,2,4,2,4,1
7496,2,1.0,10000,ehow.com,1.0,1,0.0,1,1,2,2,0
9681,0,1.0,69996,si.edu,0.0,0,1.0,2,4,1,2,1
12859,4,0.0,10000,si.edu,1.0,1,0.0,1,0,1,7,0
7172,0,1.0,84995,slideshare.net,0.0,1,0.0,0,1,1,4,0
4620,2,1.0,10000,si.edu,1.0,1,3.0,1,1,0,2,0
11250,3,1.0,24999,slideshare.net,1.0,0,0.0,1,1,1,0,0
3336,2,1.0,10000,ox.ac.uk,1.0,1,1.0,0,3,0,7,1
11805,1,0.0,24999,ox.ac.uk,1.0,1,1.0,2,6,0,2,0
2980,4,1.0,54997,si.edu,1.0,1,2.0,0,2,0,1,0
10900,1,0.0,54997,slideshare.net,0.0,0,0.0,0,2,1,4,1
487,2,1.0,10000,ehow.com,1.0,0,0.0,1,3,0,5,1
8297,2,1.0,10000,ox.ac.uk,1.0,1,1.0,2,3,0,4,0
1986,5,0.0,24999,slideshare.net,1.0,0,2.0,1,1,1,6,1
9676,1,0.0,69996,ox.ac.uk,0.0,0,1.0,0,6,0,3,0
1555,7,0.0,10000,ehow.com,1.0,0,2.0,1,5,1,1,0
364,0,1.0,10000,si.edu,1.0,0,0.0,1,5,1,6,1
12597,4,0.0,24999,ox.ac.uk,1.0,1,0.0,0,5,0,3,1
13440,2,0.0,39998,slideshare.net,0.0,0,0.0,2,4,1,3,1
10462,2,0.0,24999,slideshare.net,0.0,0,0.0,0,6,0,7,1
3642,7,0.0,39998,ox.ac.uk,1.0,1,0.0,2,3,0,4,0
5036,2,0.0,39998,si.edu,1.0,1,0.0,1,5,1,7,0
9162,3,0.0,69996,si.edu,1.0,1,0.0,0,2,1,5,0
13343,4,1.0,54997,ox.ac.uk,1.0,0,0.0,1,2,3,2,1
7222,3,0.0,69996,ehow.com,1.0,1,1.0,1,5,0,4,0
10313,1,1.0,24999,si.edu,1.0,0,,0,1,2,0,0
13141,1,0.0,10000,slideshare.net,1.0,0,2.0,0,3,2,3,0
11748,6,0.0,10000,si.edu,1.0,1,0.0,1,6,1,0,1
7770,1,0.0,24999,si.edu,1.0,1,0.0,0,1,0,7,0
12543,2,0.0,84995,slideshare.net,0.0,1,1.0,2,0,0,5,0
12490,3,1.0,10000,si.edu,1.0,1,1.0,0,3,2,0,0
6114,7,1.0,54997,si.edu,1.0,0,1.0,0,3,2,0,1
5956,1,0.0,39998,si.edu,1.0,1,2.0,1,0,1,1,0
6989,0,0.0,39998,slideshare.net,0.0,0,1.0,3,2,0,7,0
3167,0,0.0,24999,google.co.uk,1.0,1,0.0,2,5,1,5,1
7418,5,1.0,10000,ehow.com,1.0,1,2.0,0,5,1,6,0
12953,6,1.0,54997,si.edu,1.0,1,0.0,2,6,0,2,1
9411,4,1.0,54997,si.edu,0.0,1,1.0,1,0,0,7,0
7243,2,,10000,nsw.gov.au,1.0,0,0.0,1,6,0,2,1
3403,2,0.0,24999,slideshare.net,1.0,1,1.0,1,5,1,5,1
1499,0,0.0,10000,si.edu,1.0,1,1.0,1,3,1,0,1
13708,0,1.0,10000,ox.ac.uk,1.0,0,1.0,1,0,0,7,0
1788,1,0.0,24999,si.edu,1.0,0,1.0,2,5,2,4,0
843,3,1.0,10000,nsw.gov.au,1.0,0,0.0,1,5,0,6,1
12014,1,0.0,24999,si.edu,1.0,0,0.0,0,2,0,4,0
10910,1,0.0,39998,nsw.gov.au,1.0,1,1.0,2,4,1,4,0
574,3,1.0,10000,si.edu,1.0,0,2.0,1,0,0,6,0
9384,2,0.0,10000,nsw.gov.au,1.0,0,2.0,0,3,1,3,1
4661,3,0.0,10000,google.co.uk,1.0,0,0.0,0,5,0,7,1
5834,3,1.0,10000,google.co.uk,1.0,0,0.0,3,3,3,7,1
1329,1,0.0,10000,slideshare.net,1.0,1,0.0,1,3,0,3,0
13368,2,1.0,69996,nsw.gov.au,0.0,0,1.0,2,3,1,2,0
6337,1,0.0,24999,si.edu,1.0,1,0.0,2,4,1,1,1
3165,3,0.0,10000,ox.ac.uk,1.0,1,0.0,1,0,0,3,0
8736,1,1.0,10000,ox.ac.uk,1.0,0,0.0,1,3,1,5,0
12681,2,0.0,39998,si.edu,1.0,1,1.0,2,3,2,3,1
10194,2,1.0,39998,si.edu,1.0,1,1.0,0,2,2,3,1
2696,3,1.0,10000,slideshare.net,1.0,1,1.0,1,6,0,7,1
10176,0,1.0,84995,google.co.uk,0.0,0,1.0,0,2,0,7,1
11684,4,0.0,84995,google.co.uk,1.0,1,2.0,2,3,2,1,1
4338,0,1.0,84995,slideshare.net,0.0,1,1.0,1,2,1,4,1
3706,3,0.0,24999,ox.ac.uk,1.0,1,3.0,0,6,1,2,0
11196,6,1.0,10000,ehow.com,1.0,0,1.0,2,3,0,1,0
869,1,1.0,39998,nsw.gov.au,1.0,0,0.0,1,3,1,2,1
9332,5,0.0,10000,si.edu,0.0,0,0.0,2,2,3,2,0
13340,3,1.0,84995,ox.ac.uk,0.0,0,1.0,3,4,0,4,0
11490,7,1.0,69996,slideshare.net,1.0,1,0.0,2,3,2,1,0
13050,3,1.0,39998,si.edu,1.0,0,2.0,1,0,2,6,0
2064,4,0.0,54997,ox.ac.uk,1.0,0,1.0,0,2,2,3,1
6397,4,0.0,39998,slideshare.net,1.0,0,0.0,0,4,1,6,0
10846,3,1.0,24999,si.edu,1.0,0,2.0,1,0,0,1,0
5394,1,1.0,10000,ox.ac.uk,1.0,1,1.0,2,0,0,1,1
9679,2,1.0,54997,ox.ac.uk,0.0,0,1.0,0,0,2,6,1
933,1,0.0,24999,ehow.com,1.0,1,1.0,0,0,3,7,0
1831,6,0.0,10000,si.edu,1.0,1,1.0,1,1,0,4,0
5428,7,0.0,69996,si.edu,0.0,0,0.0,0,2,2,3,1
4982,3,1.0,10000,si.edu,1.0,1,2.0,0,2,1,0,0
6260,1,0.0,84995,slideshare.net,0.0,1,4.0,0,6,2,7,1
6185,2,0.0,84995,nsw.gov.au,1.0,1,1.0,0,3,1,4,0
5653,5,0.0,54997,ox.ac.uk,1.0,0,0.0,1,3,1,1,0
8152,2,0.0,39998,ehow.com,1.0,0,1.0,3,3,2,4,1
4694,3,0.0,24999,si.edu,1.0,1,0.0,1,2,1,6,0
11783,1,0.0,24999,slideshare.net,1.0,0,2.0,0,4,1,1,1
4876,1,1.0,24999,slideshare.net,1.0,1,0.0,0,0,1,4,0
2230,4,1.0,39998,ehow.com,1.0,1,2.0,0,6,1,0,1
6917,0,1.0,39998,slideshare.net,0.0,0,0.0,1,5,0,7,1
11824,1,1.0,10000,google.co.uk,1.0,0,0.0,2,2,2,3,0
714,3,1.0,10000,google.co.uk,1.0,1,0.0,0,6,1,4,0
2915,3,0.0,39998,ox.ac.uk,1.0,1,0.0,0,0,3,7,1
3473,1,0.0,24999,slideshare.net,1.0,0,2.0,0,0,4,4,1
2137,0,1.0,84995,slideshare.net,1.0,1,0.0,1,1,2,1,1
5289,3,1.0,10000,si.edu,1.0,0,0.0,0,4,1,1,0
182,1,0.0,24999,slideshare.net,1.0,1,1.0,0,0,1,7,1
27,0,1.0,10000,slideshare.net,0.0,0,1.0,0,5,0,6,1
4630,3,0.0,24999,slideshare.net,1.0,1,2.0,1,2,1,3,1
1211,4,0.0,24999,si.edu,1.0,1,3.0,0,0,1,2,1
6019,2,1.0,10000,si.edu,1.0,1,1.0,1,5,2,6,1
9094,3,1.0,10000,slideshare.net,1.0,1,6.0,1,4,2,1,1
854,1,0.0,24999,slideshare.net,1.0,1,2.0,0,2,4,6,0
8410,1,0.0,24999,slideshare.net,1.0,1,0.0,1,6,0,0,0
8287,0,1.0,10000,si.edu,1.0,1,2.0,0,1,2,2,1
2745,6,0.0,39998,ox.ac.uk,1.0,1,0.0,1,4,2,6,1
1161,5,1.0,10000,slideshare.net,1.0,0,1.0,1,6,3,0,1
2600,0,0.0,10000,google.co.uk,1.0,0,0.0,1,1,3,7,1
7422,4,0.0,39998,slideshare.net,1.0,1,0.0,0,1,0,0,0
1698,3,0.0,10000,slideshare.net,1.0,0,3.0,1,1,0,0,1
311,2,0.0,10000,nsw.gov.au,0.0,1,2.0,0,0,2,4,0
3284,3,1.0,69996,si.edu,0.0,1,0.0,2,0,0,3,1
1781,0,1.0,24999,slideshare.net,1.0,0,0.0,0,0,1,1,1
606,3,1.0,84995,ehow.com,0.0,0,0.0,1,6,0,3,0
6166,1,1.0,24999,slideshare.net,1.0,1,1.0,4,1,1,3,0
1014,3,0.0,69996,si.edu,1.0,1,0.0,1,2,1,1,1
7202,4,0.0,10000,slideshare.net,1.0,1,1.0,0,0,1,5,0
8644,5,0.0,10000,si.edu,1.0,1,2.0,0,1,0,5,0
5040,3,1.0,10000,si.edu,1.0,0,1.0,0,1,1,5,0
5025,3,0.0,10000,si.edu,1.0,1,0.0,2,0,1,2,1
9307,0,1.0,69996,ox.ac.uk,0.0,0,0.0,5,6,0,4,0
4718,3,1.0,10000,ox.ac.uk,1.0,0,2.0,0,3,2,5,0
3524,2,0.0,10000,si.edu,1.0,1,1.0,1,0,0,2,0
1023,2,1.0,10000,slideshare.net,1.0,1,0.0,1,1,0,0,1
11020,3,0.0,10000,si.edu,1.0,1,2.0,2,3,0,0,0
2038,7,0.0,10000,slideshare.net,1.0,1,0.0,0,6,0,3,1
599,6,0.0,54997,si.edu,0.0,0,1.0,1,5,0,0,0
2714,1,1.0,69996,ehow.com,0.0,1,3.0,0,2,0,3,1
6963,4,0.0,10000,ehow.com,1.0,0,1.0,1,1,0,7,1
13642,1,1.0,39998,slideshare.net,1.0,0,0.0,1,0,3,1,0
790,6,0.0,10000,slideshare.net,1.0,1,0.0,1,6,0,1,1
8753,1,1.0,39998,google.co.uk,1.0,1,0.0,1,4,1,7,0
6165,2,0.0,10000,ehow.com,1.0,0,0.0,1,2,2,3,1
13226,4,1.0,10000,si.edu,1.0,1,0.0,0,6,0,1,1
7980,1,1.0,10000,ehow.com,1.0,0,1.0,0,5,0,3,1
2398,7,1.0,54997,ehow.com,1.0,0,2.0,1,3,2,0,0
547,2,0.0,10000,si.edu,1.0,0,1.0,1,2,2,3,0
3162,3,1.0,39998,si.edu,0.0,0,1.0,1,5,1,7,0
12826,3,1.0,39998,si.edu,1.0,1,2.0,1,3,1,2,0
13667,0,1.0,24999,si.edu,1.0,1,0.0,0,0,1,2,0
5601,2,0.0,24999,si.edu,1.0,1,0.0,1,3,2,3,0
8888,2,0.0,24999,si.edu,1.0,0,1.0,1,0,0,0,1
8954,1,1.0,39998,si.edu,0.0,0,2.0,0,6,2,7,1
6993,2,0.0,10000,ox.ac.uk,1.0,1,2.0,1,3,1,2,1
3966,1,0.0,84995,slideshare.net,0.0,1,1.0,1,2,1,7,0
4567,1,1.0,10000,ox.ac.uk,1.0,0,0.0,2,0,1,1,1
4031,4,1.0,10000,ehow.com,1.0,1,1.0,0,2,0,3,0
10036,2,0.0,10000,si.edu,1.0,0,1.0,0,4,1,2,1
2596,6,1.0,84995,slideshare.net,0.0,1,2.0,0,6,0,3,1
642,1,0.0,10000,si.edu,1.0,1,,3,2,0,6,0
10355,5,1.0,84995,si.edu,0.0,0,0.0,1,5,1,2,0
2471,2,1.0,54997,slideshare.net,0.0,0,0.0,0,0,1,0,1
4211,4,1.0,10000,ehow.com,1.0,1,3.0,1,3,0,5,0
2664,1,1.0,10000,slideshare.net,1.0,1,2.0,2,5,2,0,1
7988,0,0.0,69996,slideshare.net,0.0,0,0.0,0,2,2,3,0
9004,3,1.0,54997,si.edu,1.0,1,0.0,0,3,0,3,0
8601,0,1.0,39998,slideshare.net,0.0,0,2.0,0,4,1,6,0
13666,6,0.0,10000,si.edu,1.0,0,0.0,0,1,0,5,1
12280,0,0.0,24999,ox.ac.uk,1.0,1,2.0,0,5,2,0,0
2431,4,1.0,39998,ox.ac.uk,1.0,1,3.0,3,0,0,3,0
1261,2,1.0,10000,si.edu,1.0,0,0.0,0,5,0,6,0
6230,1,1.0,10000,google.co.uk,1.0,0,0.0,0,5,0,0,0
9147,1,0.0,54997,slideshare.net,1.0,1,0.0,2,6,0,1,1
11184,3,0.0,10000,ox.ac.uk,0.0,0,0.0,2,5,2,5,1
2926,3,1.0,10000,slideshare.net,1.0,1,2.0,1,6,0,7,0
6558,4,1.0,39998,si.edu,1.0,0,0.0,0,0,1,0,0
4634,1,0.0,10000,si.edu,1.0,0,0.0,0,4,1,7,0
4845,1,0.0,39998,si.edu,0.0,0,0.0,0,6,0,5,0
3272,6,0.0,10000,,1.0,0,0.0,0,3,1,3,0
13060,5,1.0,54997,ehow.com,1.0,1,3.0,0,0,0,3,0
1893,3,0.0,10000,si.edu,1.0,0,0.0,3,3,2,6,0
12206,1,0.0,10000,si.edu,1.0,1,1.0,0,4,0,6,1
11045,1,0.0,39998,si.edu,1.0,1,0.0,4,6,2,1,0
6977,5,1.0,24999,google.co.uk,1.0,1,0.0,0,3,1,2,0
9584,1,0.0,10000,slideshare.net,1.0,1,1.0,1,3,0,6,1
11901,3,1.0,24999,slideshare.net,1.0,1,2.0,1,5,0,2,1
6477,3,0.0,54997,si.edu,0.0,1,1.0,0,1,0,4,1
8642,4,0.0,24999,slideshare.net,1.0,1,0.0,1,5,2,0,1
1106,5,1.0,39998,si.edu,0.0,0,2.0,2,4,1,5,0
5822,1,1.0,10000,ox.ac.uk,1.0,0,0.0,1,2,0,6,0
3142,0,0.0,24999,ox.ac.uk,1.0,1,0.0,0,1,0,5,1
406,2,0.0,69996,slideshare.net,1.0,1,3.0,3,3,0,4,0
11849,1,1.0,39998,slideshare.net,1.0,1,1.0,1,1,0,1,1
12090,4,0.0,54997,si.edu,1.0,1,1.0,0,5,1,4,0
5224,1,1.0,39998,si.edu,1.0,1,0.0,1,1,1,3,0
13575,2,0.0,84995,slideshare.net,0.0,1,2.0,1,4,1,6,1
725,4,1.0,10000,si.edu,1.0,0,0.0,0,4,1,2,1
6678,5,0.0,69996,si.edu,1.0,1,0.0,0,4,2,2,1
9850,3,1.0,39998,si.edu,1.0,0,2.0,3,5,2,1,1
447,1,0.0,39998,slideshare.net,1.0,0,1.0,1,5,1,0,0
5524,1,1.0,69996,si.edu,0.0,0,3.0,0,0,0,3,1
12010,3,1.0,54997,google.co.uk,0.0,0,2.0,0,0,0,3,1
9733,4,0.0,84995,si.edu,1.0,1,0.0,0,3,1,1,0
3442,1,1.0,24999,si.edu,0.0,0,2.0,2,3,0,6,1
7655,3,1.0,54997,ehow.com,1.0,1,0.0,0,2,2,0,1
2041,4,0.0,10000,si.edu,1.0,0,0.0,1,0,0,0,1
7734,0,1.0,10000,ox.ac.uk,1.0,1,2.0,0,2,1,1,1
2831,3,1.0,84995,ox.ac.uk,0.0,0,1.0,1,5,0,3,1
5762,3,0.0,24999,si.edu,0.0,0,0.0,0,4,0,1,0
6788,3,1.0,10000,slideshare.net,1.0,0,0.0,0,0,0,2,0
11399,1,,54997,slideshare.net,1.0,0,2.0,1,0,1,0,0
2112,2,1.0,10000,ox.ac.uk,1.0,1,0.0,4,1,2,1,1
4263,2,0.0,24999,si.edu,0.0,0,,0,6,0,6,0
1219,5,1.0,24999,si.edu,0.0,0,1.0,0,4,0,2,1
10833,4,1.0,39998,ehow.com,1.0,1,0.0,1,3,1,5,0
8462,6,0.0,84995,si.edu,0.0,0,1.0,3,3,1,2,1
13406,4,1.0,24999,google.co.uk,1.0,0,2.0,1,1,2,0,0
12851,7,1.0,10000,slideshare.net,1.0,1,1.0,1,0,0,4,1
7259,5,0.0,24999,slideshare.net,1.0,0,0.0,0,0,1,0,0
3794,2,0.0,10000,ox.ac.uk,1.0,0,0.0,2,1,0,5,0
11292,1,1.0,54997,si.edu,1.0,1,1.0,0,6,1,3,1
10500,2,0.0,10000,ox.ac.uk,1.0,1,1.0,1,6,0,6,1
4141,1,1.0,24999,si.edu,1.0,0,0.0,1,5,0,0,0
12351,4,0.0,10000,ox.ac.uk,1.0,1,0.0,0,1,1,2,1
2782,3,1.0,24999,slideshare.net,1.0,0,2.0,1,1,0,4,0
8393,2,1.0,84995,slideshare.net,0.0,1,1.0,1,2,0,6,0
6133,2,1.0,84995,si.edu,0.0,1,0.0,1,1,0,5,0
511,5,1.0,39998,nsw.gov.au,1.0,1,0.0,0,5,1,2,1
8815,0,1.0,54997,slideshare.net,0.0,1,0.0,1,0,0,5,1
9902,2,1.0,10000,si.edu,1.0,0,0.0,1,5,1,5,0
6837,0,0.0,24999,slideshare.net,1.0,1,0.0,0,1,1,7,1
4579,1,1.0,54997,si.edu,1.0,1,0.0,2,1,1,2,0
7798,0,0.0,69996,ox.ac.uk,0.0,1,1.0,3,3,1,6,1
6625,3,1.0,69996,si.edu,0.0,0,0.0,3,3,0,3,1
38,1,1.0,24999,si.edu,0.0,0,1.0,2,5,0,4,1
10428,0,,24999,google.co.uk,1.0,0,3.0,0,5,0,3,1
10831,5,0.0,10000,google.co.uk,1.0,0,0.0,1,4,0,2,1
3320,3,0.0,10000,ox.ac.uk,1.0,0,3.0,0,4,0,3,1
7653,5,0.0,54997,slideshare.net,1.0,1,2.0,1,5,0,5,1
3899,2,0.0,10000,,1.0,0,1.0,0,4,2,7,1
9626,4,0.0,39998,si.edu,1.0,0,0.0,0,1,3,2,1
11524,2,1.0,10000,si.edu,1.0,0,2.0,0,0,1,6,0
6613,4,1.0,10000,slideshare.net,1.0,0,1.0,0,5,2,4,0
5264,2,1.0,54997,ox.ac.uk,0.0,0,0.0,1,4,0,3,1
10148,7,0.0,24999,si.edu,1.0,0,0.0,3,1,1,1,1
9672,1,1.0,24999,slideshare.net,1.0,0,1.0,1,0,1,2,0
6021,1,0.0,39998,ehow.com,1.0,0,1.0,0,2,0,1,0
10514,2,1.0,10000,si.edu,1.0,1,1.0,0,1,2,7,1
13663,4,0.0,39998,si.edu,1.0,1,2.0,3,2,0,1,0
13611,4,0.0,24999,ehow.com,1.0,0,2.0,0,2,2,4,0
6543,6,1.0,10000,si.edu,1.0,0,0.0,3,2,0,0,1
12023,1,1.0,24999,si.edu,1.0,1,0.0,2,2,2,1,1
6037,1,0.0,54997,nsw.gov.au,1.0,1,1.0,0,5,0,4,1
3757,3,0.0,10000,ehow.com,1.0,1,3.0,2,0,2,0,0
3170,4,0.0,10000,si.edu,1.0,1,1.0,1,5,0,2,0
9778,2,1.0,84995,si.edu,0.0,0,1.0,0,2,2,2,1
8911,0,1.0,10000,slideshare.net,1.0,1,1.0,1,6,1,3,0
5624,2,0.0,10000,si.edu,1.0,1,0.0,1,0,1,3,1
12480,0,0.0,39998,si.edu,1.0,1,0.0,3,2,3,4,1
6082,5,1.0,24999,si.edu,1.0,0,1.0,2,3,1,3,0
76,2,0.0,10000,si.edu,0.0,1,3.0,0,1,0,5,1
12065,0,1.0,54997,slideshare.net,1.0,1,0.0,0,5,1,4,1
3004,0,1.0,24999,si.edu,1.0,1,1.0,1,3,0,6,0
4272,1,0.0,24999,si.edu,1.0,1,0.0,1,6,0,1,1
2499,1,1.0,10000,nsw.gov.au,1.0,0,0.0,0,3,1,0,1
3074,4,0.0,24999,ox.ac.uk,1.0,0,0.0,3,2,1,1,0
2332,1,0.0,39998,ox.ac.uk,1.0,0,1.0,1,5,1,1,0
11289,1,0.0,54997,si.edu,1.0,1,0.0,0,5,0,7,0
6856,0,1.0,10000,si.edu,1.0,0,0.0,1,0,2,7,0
12130,2,0.0,24999,si.edu,1.0,1,1.0,1,4,1,0,0
5058,6,1.0,84995,ox.ac.uk,0.0,0,2.0,1,3,1,0,1
5934,1,1.0,69996,slideshare.net,0.0,1,0.0,2,5,0,3,1
7882,4,0.0,24999,ehow.com,1.0,1,1.0,0,2,3,0,1
12504,4,1.0,24999,slideshare.net,1.0,1,0.0,0,5,0,5,1
10141,2,0.0,10000,google.co.uk,1.0,0,0.0,0,6,0,6,1
3050,5,0.0,10000,slideshare.net,1.0,0,2.0,2,1,2,6,0
8672,2,1.0,24999,si.edu,1.0,1,2.0,1,1,0,4,0
7738,0,0.0,10000,si.edu,1.0,1,1.0,1,4,0,6,0
1020,1,0.0,24999,ox.ac.uk,1.0,0,0.0,0,2,0,2,0
7595,0,0.0,10000,si.edu,0.0,0,0.0,1,1,0,7,1
1590,3,1.0,84995,,0.0,0,3.0,2,6,0,7,0
12364,1,1.0,10000,slideshare.net,1.0,0,0.0,1,6,0,7,0
8155,1,0.0,39998,nsw.gov.au,1.0,1,0.0,1,3,0,4,0
3419,3,0.0,10000,slideshare.net,1.0,1,3.0,1,5,1,3,1
12544,4,1.0,39998,slideshare.net,1.0,0,0.0,2,0,0,4,0
7514,0,1.0,10000,si.edu,1.0,1,1.0,2,2,0,3,0
110,0,1.0,24999,ox.ac.uk,1.0,1,1.0,2,1,0,4,0
6886,3,0.0,24999,si.edu,1.0,1,0.0,4,1,2,1,1
5886,5,,24999,slideshare.net,0.0,0,0.0,1,3,0,6,1
206,3,1.0,10000,slideshare.net,1.0,1,2.0,0,3,1,5,0
8899,4,0.0,84995,ehow.com,0.0,0,1.0,1,5,1,7,1
9581,1,1.0,84995,ox.ac.uk,0.0,0,2.0,1,5,2,1,1
4177,3,0.0,24999,ox.ac.uk,1.0,0,0.0,1,1,0,4,1
3100,0,1.0,39998,slideshare.net,0.0,0,,0,4,0,7,1
10532,1,0.0,54997,si.edu,0.0,0,1.0,1,5,0,6,0
1849,2,0.0,84995,slideshare.net,0.0,0,1.0,0,2,0,2,0
1152,0,1.0,39998,slideshare.net,1.0,1,0.0,0,4,2,2,0
13096,3,0.0,24999,si.edu,1.0,1,0.0,1,5,2,0,0
12472,2,1.0,24999,slideshare.net,1.0,0,0.0,1,4,0,0,0
538,1,0.0,24999,si.edu,1.0,1,1.0,0,2,0,3,0
3673,1,1.0,10000,,1.0,1,3.0,0,0,0,3,0
9020,3,1.0,24999,si.edu,1.0,1,0.0,0,0,0,4,1
3602,2,1.0,10000,si.edu,1.0,0,1.0,0,0,2,2,0
3122,4,1.0,24999,slideshare.net,1.0,1,0.0,1,6,0,7,0
2349,1,1.0,10000,si.edu,0.0,0,1.0,0,3,1,7,1
1967,3,1.0,10000,slideshare.net,1.0,0,0.0,0,0,0,2,1
13997,3,1.0,10000,slideshare.net,1.0,1,1.0,0,1,1,2,1
3413,4,0.0,69996,ox.ac.uk,0.0,0,0.0,1,2,0,0,1
7659,3,1.0,10000,slideshare.net,1.0,0,0.0,1,6,2,2,1
2353,2,0.0,54997,si.edu,0.0,0,0.0,1,6,0,4,1
7668,2,0.0,10000,ox.ac.uk,1.0,0,0.0,1,2,1,7,0
4189,3,1.0,24999,si.edu,1.0,1,1.0,2,1,1,1,1
2623,2,0.0,10000,si.edu,1.0,0,1.0,2,1,0,5,0
4240,2,1.0,69996,si.edu,0.0,0,0.0,1,2,2,3,1
13074,4,0.0,10000,si.edu,1.0,1,1.0,2,5,0,6,0
10565,3,1.0,10000,nsw.gov.au,1.0,1,2.0,2,3,1,5,0
13500,5,1.0,39998,slideshare.net,1.0,1,0.0,1,1,0,3,1
4506,3,0.0,10000,slideshare.net,1.0,0,4.0,2,5,1,6,1
11452,1,1.0,10000,slideshare.net,1.0,1,1.0,0,1,0,5,0
6112,3,1.0,10000,si.edu,1.0,0,1.0,0,5,0,7,0
12298,3,1.0,10000,si.edu,1.0,0,0.0,1,3,0,6,0
9550,2,0.0,54997,ehow.com,0.0,0,2.0,0,5,1,4,1
6401,1,0.0,54997,si.edu,0.0,0,2.0,0,2,2,5,1
6232,6,0.0,24999,ehow.com,1.0,0,0.0,0,4,0,7,0
8583,7,0.0,10000,nsw.gov.au,1.0,1,0.0,2,4,0,2,0
7083,2,0.0,24999,slideshare.net,1.0,1,1.0,1,5,0,7,1
7666,1,0.0,10000,slideshare.net,1.0,1,0.0,2,4,0,0,0
11789,3,0.0,10000,si.edu,1.0,0,1.0,1,4,1,3,0
8047,0,0.0,84995,ox.ac.uk,0.0,0,2.0,1,2,2,3,1
8381,1,1.0,39998,slideshare.net,0.0,0,2.0,2,1,1,1,1
12051,0,1.0,24999,si.edu,1.0,1,1.0,0,5,0,2,1
7184,2,0.0,39998,ox.ac.uk,1.0,1,2.0,0,1,0,2,0
7344,2,0.0,39998,si.edu,1.0,0,0.0,1,0,0,1,0
6017,0,1.0,10000,ehow.com,1.0,1,0.0,0,0,2,3,0
4154,4,0.0,54997,slideshare.net,1.0,1,0.0,1,1,0,3,0
1293,0,,10000,nsw.gov.au,1.0,0,0.0,1,1,1,5,1
12742,1,1.0,10000,si.edu,1.0,1,1.0,0,2,1,6,0
13026,2,1.0,10000,si.edu,1.0,1,1.0,0,6,0,6,0
5755,2,0.0,84995,ox.ac.uk,1.0,1,0.0,0,1,1,0,1
699,4,1.0,10000,slideshare.net,0.0,0,0.0,0,0,0,6,1
756,3,0.0,84995,si.edu,1.0,0,0.0,2,4,1,7,0
8270,3,0.0,24999,si.edu,1.0,0,1.0,1,4,2,3,1
7009,2,1.0,10000,ehow.com,1.0,1,0.0,1,3,0,3,0
8982,1,0.0,24999,si.edu,0.0,0,0.0,1,4,0,7,1
6356,3,1.0,54997,slideshare.net,0.0,0,1.0,0,0,0,6,1
